АВС/ DEF;От;До;Емкость;Оператор;Регион;ИНН
962;3700000;3749999;50000;ПАО "Вымпел-Коммуникации";Калужская обл.;7713076301
962;3750000;3819999;70000;ПАО "Вымпел-Коммуникации";Курская обл.;7713076301
962;3820000;3849999;30000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область;7713076301
962;3850000;3899999;50000;ПАО "Вымпел-Коммуникации";Свердловская обл.;7713076301
962;3900000;3979999;80000;ПАО "Вымпел-Коммуникации";Рязанская обл.;7713076301
962;3980000;3999999;20000;ПАО "Вымпел-Коммуникации";Пензенская обл.;7713076301
962;4000000;4139999;140000;ПАО "Вымпел-Коммуникации";Ставропольский край;7713076301
962;4140000;4179999;40000;ПАО "Вымпел-Коммуникации";Сахалинская обл.;7713076301
962;4180000;4189999;10000;ПАО "Вымпел-Коммуникации";Сахалинская обл.;7713076301
962;4190000;4199999;10000;ПАО "Вымпел-Коммуникации";Сахалинская обл.;7713076301
962;4200000;4609999;410000;ПАО "Вымпел-Коммуникации";Ставропольский край;7713076301
962;4610000;4649999;40000;АО "МТТ";Москва и Московская область;7705017253
962;4650000;4651999;2000;АО "МТТ";Оренбургская обл.;7705017253
962;4652000;4653999;2000;АО "МТТ";Саратовская обл.;7705017253
962;4654000;4655999;2000;АО "МТТ";Тюменская обл.;7705017253
962;4656000;4657999;2000;АО "МТТ";Ульяновская обл.;7705017253
962;4658000;4659999;2000;АО "МТТ";Ярославская обл.;7705017253
962;4700000;4749999;50000;ПАО "Вымпел-Коммуникации";Пензенская обл.;7713076301
962;4750000;4849999;100000;ПАО "Вымпел-Коммуникации";Орловская обл.;7713076301
962;4850000;4899999;50000;ПАО "Вымпел-Коммуникации";Челябинская обл.;7713076301
962;4900000;4999999;100000;ПАО "Вымпел-Коммуникации";Ставропольский край;7713076301
962;5000000;5039999;40000;ПАО "Вымпел-Коммуникации";Хабаровский край;7713076301
962;5040000;5189999;150000;ПАО "Вымпел-Коммуникации";Нижегородская обл.;7713076301
962;5190000;5479999;290000;ПАО "Вымпел-Коммуникации";Республика Башкортостан;7713076301
962;5480000;5799999;320000;ПАО "Вымпел-Коммуникации";Республика Татарстан;7713076301
962;5800000;5819999;20000;ПАО "Вымпел-Коммуникации";Сахалинская обл.;7713076301
962;5820000;5829999;10000;ПАО "Вымпел-Коммуникации";Республика Алтай;7713076301
962;5830000;5879999;50000;ПАО "Вымпел-Коммуникации";Хабаровский край;7713076301
962;5880000;5909999;30000;ПАО "Вымпел-Коммуникации";Республика Марий Эл;7713076301
962;5910000;5979999;70000;ПАО "Вымпел-Коммуникации";Республика Мордовия;7713076301
962;5980000;6019999;40000;ПАО "Вымпел-Коммуникации";Чувашская Республика;7713076301
962;6020000;6149999;130000;ПАО "Вымпел-Коммуникации";Самарская обл.;7713076301
962;6150000;6299999;150000;ПАО "Вымпел-Коммуникации";Саратовская обл.;7713076301
962;6300000;6369999;70000;ПАО "Вымпел-Коммуникации";Ульяновская обл.;7713076301
962;6370000;6489999;120000;ПАО "Вымпел-Коммуникации";Республика Ингушетия;7713076301
962;6490000;6539999;50000;ПАО "Вымпел-Коммуникации";Кабардино-Балкарская Республика;7713076301
962;6540000;6589999;50000;ПАО "Вымпел-Коммуникации";Чеченская Республика;7713076301
962;6590000;6659999;70000;ПАО "Вымпел-Коммуникации";Архангельская обл.;7713076301
962;6660000;6729999;70000;ПАО "Вымпел-Коммуникации";Вологодская обл.;7713076301
962;6730000;6799999;70000;ПАО "Вымпел-Коммуникации";Хабаровский край;7713076301
962;6800000;7299999;500000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область;7713076301
962;7300000;7339999;40000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/;7713076301
962;7340000;7349999;10000;ПАО "Вымпел-Коммуникации";Кемеровская обл.;7713076301
962;7350000;7399999;50000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/;7713076301
962;7400000;7429999;30000;ПАО "Вымпел-Коммуникации";Ставропольский край;7713076301
962;7430000;7509999;80000;ПАО "Вымпел-Коммуникации";Республика Северная Осетия - Алания;7713076301
962;7510000;7559999;50000;ПАО "Вымпел-Коммуникации";Астраханская обл.;7713076301
962;7560000;7619999;60000;ПАО "Вымпел-Коммуникации";Волгоградская обл.;7713076301
962;7620000;7699999;80000;ПАО "Вымпел-Коммуникации";Республика Адыгея;7713076301
962;7700000;7709999;10000;ПАО "Вымпел-Коммуникации";Республика Калмыкия;7713076301
962;7710000;7729999;20000;ПАО "Вымпел-Коммуникации";Кабардино-Балкарская Республика;7713076301
962;7730000;7739999;10000;ПАО "Вымпел-Коммуникации";Республика Калмыкия;7713076301
962;7740000;7759999;20000;ПАО "Вымпел-Коммуникации";Республика Дагестан;7713076301
962;7760000;7899999;140000;ПАО "Вымпел-Коммуникации";Томская обл.;7713076301
962;7900000;7999999;100000;ПАО "Вымпел-Коммуникации";Алтайский край;7713076301
962;8000000;8019999;20000;ПАО "Вымпел-Коммуникации";Республика Хакасия;7713076301
962;8020000;8229999;210000;ПАО "Вымпел-Коммуникации";Алтайский край;7713076301
962;8230000;8429999;200000;ПАО "Вымпел-Коммуникации";Новосибирская обл.;7713076301
962;8430000;8499999;70000;ПАО "Вымпел-Коммуникации";Республика Хакасия;7713076301
962;8500000;8509999;10000;ПАО "Вымпел-Коммуникации";Ханты - Мансийский - Югра АО;7713076301
962;8510000;8909999;400000;ПАО "Вымпел-Коммуникации";Краснодарский край;7713076301
962;8910000;8999999;90000;ПАО "Вымпел-Коммуникации";Кировская обл.;7713076301
962;9000000;9999999;1000000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
963;0000000;0009999;10000;ПАО "Вымпел-Коммуникации";Кировская обл.;7713076301
963;0010000;0109999;100000;ПАО "Вымпел-Коммуникации";Курганская обл.;7713076301
963;0110000;0209999;100000;ПАО "Вымпел-Коммуникации";Пермский край;7713076301
963;0210000;0259999;50000;ПАО "Вымпел-Коммуникации";Республика Коми;7713076301
963;0260000;0309999;50000;ПАО "Вымпел-Коммуникации";Удмуртская Республика;7713076301
963;0310000;0559999;250000;ПАО "Вымпел-Коммуникации";Свердловская обл.;7713076301
963;0560000;0619999;60000;ПАО "Вымпел-Коммуникации";Тюменская обл.;7713076301
963;0620000;0669999;50000;ПАО "Вымпел-Коммуникации";Удмуртская Республика;7713076301
963;0670000;0699999;30000;ПАО "Вымпел-Коммуникации";Тюменская обл.;7713076301
963;0700000;0729999;30000;ПАО "Вымпел-Коммуникации";Ханты - Мансийский - Югра АО;7713076301
963;0730000;0979999;250000;ПАО "Вымпел-Коммуникации";Челябинская обл.;7713076301
963;0980000;1119999;140000;ПАО "Вымпел-Коммуникации";Пензенская обл.;7713076301
963;1120000;1149999;30000;ПАО "Вымпел-Коммуникации";Саратовская обл.;7713076301
963;1150000;1199999;50000;ПАО "Вымпел-Коммуникации";Самарская обл.;7713076301
963;1200000;1259999;60000;ПАО "Вымпел-Коммуникации";Республика Татарстан;7713076301
963;1260000;1279999;20000;ПАО "Вымпел-Коммуникации";Республика Марий Эл;7713076301
963;1280000;1299999;20000;ПАО "Вымпел-Коммуникации";Ульяновская обл.;7713076301
963;1300000;1389999;90000;ПАО "Вымпел-Коммуникации";Республика Башкортостан;7713076301
963;1390000;1399999;10000;ПАО "Вымпел-Коммуникации";Республика Татарстан;7713076301
963;1400000;1449999;50000;ПАО "Вымпел-Коммуникации";Республика Башкортостан;7713076301
963;1450000;1499999;50000;ПАО "Вымпел-Коммуникации";Республика Мордовия;7713076301
963;1500000;1529999;30000;ПАО "Вымпел-Коммуникации";Ивановская обл.;7713076301
963;1530000;1549999;20000;ПАО "Вымпел-Коммуникации";Тверская обл.;7713076301
963;1550000;1569999;20000;ПАО "Вымпел-Коммуникации";Челябинская обл.;7713076301
963;1570000;1589999;20000;ПАО "Вымпел-Коммуникации";Республика Татарстан;7713076301
963;1590000;1599999;10000;ПАО "Вымпел-Коммуникации";Тамбовская обл.;7713076301
963;1600000;1649999;50000;ПАО "Вымпел-Коммуникации";Краснодарский край;7713076301
963;1650000;1699999;50000;ПАО "Вымпел-Коммуникации";Кабардино-Балкарская Республика;7713076301
963;1700000;1719999;20000;ПАО "Вымпел-Коммуникации";Республика Карачаево-Черкесская;7713076301
963;1720000;1759999;40000;ПАО "Вымпел-Коммуникации";Республика Ингушетия;7713076301
963;1760000;1799999;40000;ПАО "Вымпел-Коммуникации";Республика Северная Осетия - Алания;7713076301
963;1800000;1929999;130000;ПАО "Вымпел-Коммуникации";Красноярский край;7713076301
963;1930000;1979999;50000;ПАО "Вымпел-Коммуникации";Томская обл.;7713076301
963;1980000;1999999;20000;ПАО "Вымпел-Коммуникации";Республика Алтай;7713076301
963;2000000;2009999;10000;ПАО "Вымпел-Коммуникации";Архангельская обл.;7713076301
963;2010000;2019999;10000;ПАО "Вымпел-Коммуникации";Республика Хакасия;7713076301
963;2020000;2099999;80000;ПАО "Вымпел-Коммуникации";Республика Тыва;7713076301
963;2100000;2139999;40000;ПАО "Вымпел-Коммуникации";Брянская обл.;7713076301
963;2140000;2169999;30000;ПАО "Вымпел-Коммуникации";Ивановская обл.;7713076301
963;2170000;2189999;20000;ПАО "Вымпел-Коммуникации";Костромская обл.;7713076301
963;2190000;2229999;40000;ПАО "Вымпел-Коммуникации";Тверская обл.;7713076301
963;2230000;2289999;60000;ПАО "Вымпел-Коммуникации";Тульская обл.;7713076301
963;2290000;2299999;10000;ПАО "Вымпел-Коммуникации";Челябинская обл.;7713076301
963;2300000;2339999;40000;ПАО "Вымпел-Коммуникации";Нижегородская обл.;7713076301
963;2340000;2349999;10000;ПАО "Вымпел-Коммуникации";Ульяновская обл.;7713076301
963;2350000;2389999;40000;ПАО "Вымпел-Коммуникации";Республика Башкортостан;7713076301
963;2390000;2399999;10000;ПАО "Вымпел-Коммуникации";Республика Марий Эл;7713076301
963;2400000;2409999;10000;ПАО "Вымпел-Коммуникации";Новгородская обл.;7713076301
963;2410000;2499999;90000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область;7713076301
963;2500000;2539999;40000;ПАО "Вымпел-Коммуникации";Республика Тыва;7713076301
963;2540000;2699999;160000;ПАО "Вымпел-Коммуникации";Красноярский край;7713076301
963;2700000;2759999;60000;ПАО "Вымпел-Коммуникации";Свердловская обл.;7713076301
963;2760000;2769999;10000;ПАО "Вымпел-Коммуникации";Кировская обл.;7713076301
963;2770000;2799999;30000;ПАО "Вымпел-Коммуникации";Курганская обл.;7713076301
963;2800000;2819999;20000;ПАО "Вымпел-Коммуникации";Кабардино-Балкарская Республика;7713076301
963;2820000;2889999;70000;ПАО "Вымпел-Коммуникации";Республика Карачаево-Черкесская;7713076301
963;2890000;2899999;10000;ПАО "Вымпел-Коммуникации";Сахалинская обл.;7713076301
963;2900000;2999999;100000;ПАО "Вымпел-Коммуникации";Калининградская обл.;7713076301
963;3000000;3299999;300000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область;7713076301
963;3300000;3349999;50000;ПАО "Вымпел-Коммуникации";Новгородская обл.;7713076301
963;3350000;3399999;50000;ПАО "Вымпел-Коммуникации";Псковская обл.;7713076301
963;3400000;3499999;100000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область;7713076301
963;3500000;3519999;20000;ПАО "Вымпел-Коммуникации";Калининградская обл.;7713076301
963;3520000;3579999;60000;ПАО "Вымпел-Коммуникации";Вологодская обл.;7713076301
963;3580000;3659999;80000;ПАО "Вымпел-Коммуникации";Мурманская обл.;7713076301
963;3660000;3699999;40000;ПАО "Вымпел-Коммуникации";Новгородская обл.;7713076301
963;3700000;3759999;60000;ПАО "Вымпел-Коммуникации";Республика Дагестан;7713076301
963;3760000;3789999;30000;ПАО "Вымпел-Коммуникации";Республика Северная Осетия - Алания;7713076301
963;3790000;3799999;10000;ПАО "Вымпел-Коммуникации";Краснодарский край;7713076301
963;3800000;3899999;100000;ПАО "Вымпел-Коммуникации";Ставропольский край;7713076301
963;3900000;3949999;50000;ПАО "Вымпел-Коммуникации";Кабардино-Балкарская Республика;7713076301
963;3950000;3979999;30000;ПАО "Вымпел-Коммуникации";Чеченская Республика;7713076301
963;3980000;3999999;20000;ПАО "Вымпел-Коммуникации";Республика Ингушетия;7713076301
963;4000000;4299999;300000;ПАО "Вымпел-Коммуникации";Республика Дагестан;7713076301
963;4300000;4349999;50000;ПАО "Вымпел-Коммуникации";Кировская обл.;7713076301
963;4350000;4399999;50000;ПАО "Вымпел-Коммуникации";Курганская обл.;7713076301
963;4400000;4499999;100000;ПАО "Вымпел-Коммуникации";Свердловская обл.;7713076301
963;4500000;4599999;100000;ПАО "Вымпел-Коммуникации";Тюменская обл.;7713076301
963;4600000;4799999;200000;ПАО "Вымпел-Коммуникации";Челябинская обл.;7713076301
963;4800000;4849999;50000;ПАО "Вымпел-Коммуникации";Удмуртская Республика;7713076301
963;4850000;4899999;50000;ПАО "Вымпел-Коммуникации";Республика Коми;7713076301
963;4900000;4959999;60000;ПАО "Вымпел-Коммуникации";Ханты - Мансийский - Югра АО;7713076301
963;4960000;4999999;40000;ПАО "Вымпел-Коммуникации";Ямало-Ненецкий АО;7713076301
963;5000000;5099999;100000;ПАО "Вымпел-Коммуникации";Алтайский край;7713076301
963;5100000;5149999;50000;ПАО "Вымпел-Коммуникации";Республика Алтай;7713076301
963;5150000;5169999;20000;ПАО "Вымпел-Коммуникации";Приморский край;7713076301
963;5170000;5399999;230000;ПАО "Вымпел-Коммуникации";Алтайский край;7713076301
963;5400000;5499999;100000;ПАО "Вымпел-Коммуникации";Удмуртская Республика;7713076301
963;5500000;5549999;50000;ПАО "Вымпел-Коммуникации";Кировская обл.;7713076301
963;5550000;5599999;50000;ПАО "Вымпел-Коммуникации";Республика Коми;7713076301
963;5600000;5604999;5000;ОАО "МТТ";Ростовская обл.;7705017253
963;5605000;5609999;5000;ОАО "МТТ";Республика Татарстан;7705017253
963;5610000;5619999;10000;ОАО "МТТ";Новосибирская обл.;7705017253
963;5620000;5689999;70000;ПАО "Вымпел-Коммуникации";Хабаровский край;7713076301
963;5690000;5699999;10000;ОАО "МТТ";Ростовская обл.;7705017253
963;5700000;5799999;100000;ПАО "Вымпел-Коммуникации";Алтайский край;7713076301
963;5800000;5999999;200000;ПАО "Вымпел-Коммуникации";Чеченская Республика;7713076301
963;6000000;6468999;469000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
963;6469000;6469999;1000;ПАО "Вымпел-Коммуникации";Вологодская обл.;7713076301
963;6470000;6999999;530000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
963;7000000;7099999;100000;ПАО "Вымпел-Коммуникации";Чеченская Республика;7713076301
963;7100000;7139999;40000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
963;7140000;7199999;60000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
963;7200000;7299999;100000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
963;7300000;7369999;70000;ПАО "Вымпел-Коммуникации";Вологодская обл.;7713076301
963;7370000;7389999;20000;ПАО "Вымпел-Коммуникации";Калининградская обл.;7713076301
963;7390000;7399999;10000;ОАО "МТТ";г. Москва * Московская область;7705017253
963;7400000;7499999;100000;ПАО "Вымпел-Коммуникации";Республика Карелия;7713076301
963;7500000;7509999;10000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
963;7510000;7599999;90000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
963;7600000;7899999;300000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
963;7900000;7999999;100000;ПАО "Вымпел-Коммуникации";Республика Дагестан;7713076301
963;8000000;8099999;100000;ПАО "Вымпел-Коммуникации";Амурская обл.;7713076301
963;8100000;8179999;80000;ПАО "Вымпел-Коммуникации";Амурская обл.;7713076301
963;8180000;8199999;20000;ПАО "Вымпел-Коммуникации";Амурская обл.;7713076301
963;8200000;8299999;100000;ПАО "Вымпел-Коммуникации";Хабаровский край;7713076301
963;8300000;8359999;60000;ПАО "Вымпел-Коммуникации";Камчатский край;7713076301
963;8360000;8399999;40000;ПАО "Вымпел-Коммуникации";Приморский край;7713076301
963;8400000;8419999;20000;ПАО "Вымпел-Коммуникации";Хабаровский край;7713076301
963;8420000;8499999;80000;ПАО "Вымпел-Коммуникации";Амурская обл.;7713076301
963;8500000;8579999;80000;ПАО "Вымпел-Коммуникации";Свердловская обл.;7713076301
963;8580000;8619999;40000;ПАО "Вымпел-Коммуникации";Пермский край;7713076301
963;8620000;8699999;80000;ПАО "Вымпел-Коммуникации";Курганская обл.;7713076301
963;8700000;8849999;150000;ПАО "Вымпел-Коммуникации";Пермский край;7713076301
963;8850000;8899999;50000;ПАО "Вымпел-Коммуникации";Кировская обл.;7713076301
963;8900000;9099999;200000;ПАО "Вымпел-Коммуникации";Республика Башкортостан;7713076301
963;9100000;9199999;100000;ПАО "Вымпел-Коммуникации";Самарская обл.;7713076301
963;9200000;9299999;100000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
963;9300000;9309999;10000;ПАО "Вымпел-Коммуникации";Костромская обл.;7713076301
963;9310000;9399999;90000;ПАО "Вымпел-Коммуникации";Тульская обл.;7713076301
963;9400000;9419999;20000;ПАО "Вымпел-Коммуникации";Приморский край;7713076301
963;9420000;9499999;80000;ПАО "Вымпел-Коммуникации";Новосибирская обл.;7713076301
963;9500000;9529999;30000;ПАО "Вымпел-Коммуникации";Красноярский край;7713076301
963;9530000;9539999;10000;ПАО "Вымпел-Коммуникации";Тюменская обл.;7713076301
963;9540000;9549999;10000;ПАО "Вымпел-Коммуникации";Республика Хакасия;7713076301
963;9550000;9599999;50000;ПАО "Вымпел-Коммуникации";Красноярский край;7713076301
963;9600000;9799999;200000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
963;9800000;9899999;100000;ПАО "Вымпел-Коммуникации";Чеченская Республика;7713076301
963;9900000;9999999;100000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
964;0000000;0249999;250000;ПАО "Вымпел-Коммуникации";Республика Дагестан;7713076301
964;0250000;0299999;50000;ПАО "Вымпел-Коммуникации";Республика Ингушетия;7713076301
964;0300000;0419999;120000;ПАО "Вымпел-Коммуникации";Кабардино-Балкарская Республика;7713076301
964;0420000;0429999;10000;ПАО "Вымпел-Коммуникации";Республика Карачаево-Черкесская;7713076301
964;0430000;0459999;30000;ПАО "Вымпел-Коммуникации";Республика Коми;7713076301
964;0460000;0469999;10000;ПАО "Вымпел-Коммуникации";Нижегородская обл.;7713076301
964;0470000;0489999;20000;ПАО "Вымпел-Коммуникации";Кабардино-Балкарская Республика;7713076301
964;0490000;0549999;60000;ПАО "Вымпел-Коммуникации";Республика Дагестан;7713076301
964;0550000;0599999;50000;ПАО "Вымпел-Коммуникации";Республика Ингушетия;7713076301
964;0600000;0759999;160000;ПАО "Вымпел-Коммуникации";Чеченская Республика;7713076301
964;0760000;0779999;20000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/;7713076301
964;0780000;0799999;20000;ПАО "Вымпел-Коммуникации";Сахалинская обл.;7713076301
964;0800000;0899999;100000;ПАО "Вымпел-Коммуникации";Алтайский край;7713076301
964;0900000;0949999;50000;ПАО "Вымпел-Коммуникации";Томская обл.;7713076301
964;0950000;0969999;20000;ПАО "Вымпел-Коммуникации";Новосибирская обл.;7713076301
964;0970000;0989999;20000;ПАО "Вымпел-Коммуникации";Ханты - Мансийский - Югра АО;7713076301
964;0990000;0999999;10000;ПАО "Вымпел-Коммуникации";Курганская обл.;7713076301
964;1000000;1299999;300000;ПАО "Вымпел-Коммуникации";Иркутская обл.;7713076301
964;1300000;1359999;60000;ПАО "Вымпел-Коммуникации";Тамбовская обл.;7713076301
964;1360000;1379999;20000;ПАО "Вымпел-Коммуникации";Ярославская обл.;7713076301
964;1380000;1399999;20000;ПАО "Вымпел-Коммуникации";Рязанская обл.;7713076301
964;1400000;1499999;100000;ПАО "Вымпел-Коммуникации";Калужская обл.;7713076301
964;1500000;1569999;70000;ПАО "Вымпел-Коммуникации";Костромская обл.;7713076301
964;1570000;1619999;50000;ПАО "Вымпел-Коммуникации";Рязанская обл.;7713076301
964;1620000;1669999;50000;ПАО "Вымпел-Коммуникации";Тверская обл.;7713076301
964;1670000;1679999;10000;ПАО "Вымпел-Коммуникации";Ярославская обл.;7713076301
964;1680000;1699999;20000;ПАО "Вымпел-Коммуникации";Республика Башкортостан;7713076301
964;1700000;1799999;100000;ПАО "Вымпел-Коммуникации";Ханты - Мансийский - Югра АО;7713076301
964;1800000;1849999;50000;ПАО "Вымпел-Коммуникации";Удмуртская Республика;7713076301
964;1850000;1999999;150000;ПАО "Вымпел-Коммуникации";Пермский край;7713076301
964;2000000;2099999;100000;ПАО "Вымпел-Коммуникации";Ямало-Ненецкий АО;7713076301
964;2100000;2309999;210000;ПАО "Вымпел-Коммуникации";Иркутская обл.;7713076301
964;2310000;2319999;10000;ПАО "Вымпел-Коммуникации";Приморский край;7713076301
964;2320000;2359999;40000;ПАО "Вымпел-Коммуникации";Хабаровский край;7713076301
964;2360000;2379999;20000;ПАО "Вымпел-Коммуникации";Магаданская обл.;7713076301
964;2380000;2399999;20000;ПАО "Вымпел-Коммуникации";Магаданская обл.;7713076301
964;2400000;2499999;100000;ПАО "Вымпел-Коммуникации";Челябинская обл.;7713076301
964;2500000;2579999;80000;ПАО "Вымпел-Коммуникации";Кировская обл.;7713076301
964;2580000;2589999;10000;ПАО "Вымпел-Коммуникации";Самарская обл.;7713076301
964;2590000;2599999;10000;ПАО "Вымпел-Коммуникации";Тюменская обл.;7713076301
964;2600000;2899999;300000;ПАО "Вымпел-Коммуникации";Иркутская обл.;7713076301
964;2900000;3029999;130000;ПАО "Вымпел-Коммуникации";Архангельская обл.;7713076301
964;3030000;3069999;40000;ПАО "Вымпел-Коммуникации";Вологодская обл.;7713076301
964;3070000;3099999;30000;ПАО "Вымпел-Коммуникации";Мурманская обл.;7713076301
964;3100000;3129999;30000;ПАО "Вымпел-Коммуникации";Новгородская обл.;7713076301
964;3130000;3169999;40000;ПАО "Вымпел-Коммуникации";Псковская обл.;7713076301
964;3170000;3199999;30000;ПАО "Вымпел-Коммуникации";Республика Карелия;7713076301
964;3200000;3499999;300000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область;7713076301
964;3500000;3599999;100000;ПАО "Вымпел-Коммуникации";Иркутская обл.;7713076301
964;3600000;3999999;400000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область;7713076301
964;4000000;4149999;150000;ПАО "Вымпел-Коммуникации";Республика Бурятия;7713076301
964;4150000;4299999;150000;ПАО "Вымпел-Коммуникации";Республика Саха /Якутия/;7713076301
964;4300000;4549999;250000;ПАО "Вымпел-Коммуникации";Приморский край;7713076301
964;4550000;4599999;50000;ПАО "Вымпел-Коммуникации";Магаданская обл.;7713076301
964;4600000;4749999;150000;ПАО "Вымпел-Коммуникации";Забайкальский край;7713076301
964;4750000;4799999;50000;ПАО "Вымпел-Коммуникации";Еврейская автономная обл.;7713076301
964;4800000;4819999;20000;ПАО "Вымпел-Коммуникации";Чукотский АО;7713076301
964;4820000;4849999;30000;ПАО "Вымпел-Коммуникации";Ярославская обл.;7713076301
964;4850000;4899999;50000;ПАО "Вымпел-Коммуникации";Свердловская обл.;7713076301
964;4900000;4999999;100000;ПАО "Вымпел-Коммуникации";Ивановская обл.;7713076301
964;5000000;5399999;400000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
964;5400000;5499999;100000;ПАО "Вымпел-Коммуникации";Иркутская обл.;7713076301
964;5500000;5999999;500000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
964;6000000;6059999;60000;ПАО "Вымпел-Коммуникации";Алтайский край;7713076301
964;6060000;6099999;40000;ПАО "Вымпел-Коммуникации";Новосибирская обл.;7713076301
964;6100000;6149999;50000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область;7713076301
964;6150000;6199999;50000;ПАО "Вымпел-Коммуникации";Смоленская обл.;7713076301
964;6200000;6499999;300000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
964;6500000;6599999;100000;ПАО "Вымпел-Коммуникации";Иркутская обл.;7713076301
964;6600000;6749999;150000;ПАО "Вымпел-Коммуникации";Вологодская обл.;7713076301
964;6750000;6799999;50000;ПАО "Вымпел-Коммуникации";Псковская обл.;7713076301
964;6800000;6899999;100000;ПАО "Вымпел-Коммуникации";Мурманская обл.;7713076301
964;6900000;6949999;50000;ПАО "Вымпел-Коммуникации";Новгородская обл.;7713076301
964;6950000;6999999;50000;ПАО "Вымпел-Коммуникации";Владимирская обл.;7713076301
964;7000000;7299999;300000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
964;7300000;7599999;300000;ПАО "Вымпел-Коммуникации";Иркутская обл.;7713076301
964;7600000;7699999;100000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
964;7700000;7999999;300000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
964;8000000;8249999;250000;ПАО "Вымпел-Коммуникации";Иркутская обл.;7713076301
964;8250000;8299999;50000;ПАО "Вымпел-Коммуникации";Еврейская автономная обл.;7713076301
964;8300000;8399999;100000;ПАО "Вымпел-Коммуникации";Нижегородская обл.;7713076301
964;8400000;8449999;50000;ПАО "Вымпел-Коммуникации";Республика Мордовия;7713076301
964;8450000;8499999;50000;ПАО "Вымпел-Коммуникации";Саратовская обл.;7713076301
964;8500000;8539999;40000;ПАО "Вымпел-Коммуникации";Республика Мордовия;7713076301
964;8540000;8549999;10000;ПАО "Вымпел-Коммуникации";Самарская обл.;7713076301
964;8550000;8599999;50000;ПАО "Вымпел-Коммуникации";Ульяновская обл.;7713076301
964;8600000;8649999;50000;ПАО "Вымпел-Коммуникации";Республика Марий Эл;7713076301
964;8650000;8779999;130000;ПАО "Вымпел-Коммуникации";Пензенская обл.;7713076301
964;8780000;8799999;20000;ПАО "Вымпел-Коммуникации";Саратовская обл.;7713076301
964;8800000;8899999;100000;ПАО "Вымпел-Коммуникации";Астраханская обл.;7713076301
964;8900000;9499999;600000;ПАО "Вымпел-Коммуникации";Краснодарский край;7713076301
964;9500000;9659999;160000;ПАО "Вымпел-Коммуникации";Республика Башкортостан;7713076301
964;9660000;9929999;270000;ПАО "Вымпел-Коммуникации";Самарская обл.;7713076301
964;9930000;9999999;70000;ПАО "Вымпел-Коммуникации";Саратовская обл.;7713076301
965;0000000;0999999;1000000;ПАО "Вымпел-Коммуникации";г. Санкт-Петербург и Ленинградская область;7713076301
965;1000000;1999999;1000000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
965;2000000;2499999;500000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
965;2500000;4499999;2000000;ПАО "Вымпел-Коммуникации";г. Москва и Московская область;7713076301
965;4500000;4549999;50000;ПАО "Вымпел-Коммуникации";Астраханская обл.;7713076301
965;4550000;4849999;300000;ПАО "Вымпел-Коммуникации";Краснодарский край;7713076301
965;4850000;4949999;100000;ПАО "Вымпел-Коммуникации";Республика Дагестан;7713076301
965;4950000;4999999;50000;ПАО "Вымпел-Коммуникации";Кабардино-Балкарская Республика;7713076301
965;5000000;5499999;500000;ПАО "Вымпел-Коммуникации";Свердловская обл.;7713076301
965;5500000;5799999;300000;ПАО "Вымпел-Коммуникации";Пермский край;7713076301
965;5800000;6299999;500000;ПАО "Вымпел-Коммуникации";Республика Татарстан;7713076301
