АВС/ DEF;От;До;Емкость;Оператор;Регион;ИНН
910;0750000;0779999;30000;ПАО "Мобильные ТелеСистемы";Тульская обл.;7740000076
910;0780000;0809999;30000;ПАО "Мобильные ТелеСистемы";Ярославская обл.;7740000076
910;0810000;0899999;90000;ПАО "Мобильные ТелеСистемы";г. Москва и Московская область;7740000076
910;0900000;0999999;100000;ПАО "Мобильные ТелеСистемы";Владимирская обл.;7740000076
910;1000000;1099999;100000;ПАО "Мобильные ТелеСистемы";Нижегородская обл.;7740000076
910;1100000;1199999;100000;ПАО "Мобильные ТелеСистемы";Смоленская обл.;7740000076
910;1200000;1499999;300000;ПАО "Мобильные ТелеСистемы";Нижегородская обл.;7740000076
910;1500000;1699999;200000;ПАО "Мобильные ТелеСистемы";Тульская обл.;7740000076
910;1700000;1899999;200000;ПАО "Мобильные ТелеСистемы";Владимирская обл.;7740000076
910;1900000;1999999;100000;ПАО "Мобильные ТелеСистемы";Костромская обл.;7740000076
910;2000000;2099999;100000;ПАО "Мобильные ТелеСистемы";Орловская обл.;7740000076
910;2100000;2199999;100000;ПАО "Мобильные ТелеСистемы";Курская обл.;7740000076
910;2200000;2299999;100000;ПАО "Мобильные ТелеСистемы";Белгородская обл.;7740000076
910;2300000;2399999;100000;ПАО "Мобильные ТелеСистемы";Брянская обл.;7740000076
910;2400000;2499999;100000;ПАО "Мобильные ТелеСистемы";Воронежская обл.;7740000076
910;2500000;2599999;100000;ПАО "Мобильные ТелеСистемы";Липецкая обл.;7740000076
910;2600000;2699999;100000;ПАО "Мобильные ТелеСистемы";Орловская обл.;7740000076
910;2700000;2799999;100000;ПАО "Мобильные ТелеСистемы";Курская обл.;7740000076
910;2800000;2899999;100000;ПАО "Мобильные ТелеСистемы";Воронежская обл.;7740000076
910;2900000;2999999;100000;ПАО "Мобильные ТелеСистемы";Брянская обл.;7740000076
910;3000000;3099999;100000;ПАО "Мобильные ТелеСистемы";Орловская обл.;7740000076
910;3100000;3199999;100000;ПАО "Мобильные ТелеСистемы";Курская обл.;7740000076
910;3200000;3299999;100000;ПАО "Мобильные ТелеСистемы";Белгородская обл.;7740000076
910;3300000;3399999;100000;ПАО "Мобильные ТелеСистемы";Брянская обл.;7740000076
910;3400000;3499999;100000;ПАО "Мобильные ТелеСистемы";Воронежская обл.;7740000076
910;3500000;3599999;100000;ПАО "Мобильные ТелеСистемы";Липецкая обл.;7740000076
910;3600000;3699999;100000;ПАО "Мобильные ТелеСистемы";Белгородская обл.;7740000076
910;3700000;3799999;100000;ПАО "Мобильные ТелеСистемы";Костромская обл.;7740000076
910;3800000;3999999;200000;ПАО "Мобильные ТелеСистемы";Нижегородская обл.;7740000076
910;4000000;4999999;1000000;ПАО "Мобильные ТелеСистемы";г. Москва и Московская область;7740000076
910;5000000;5099999;100000;ПАО "Мобильные ТелеСистемы";Рязанская обл.;7740000076
910;5100000;5299999;200000;ПАО "Мобильные ТелеСистемы";Калужская обл.;7740000076
910;5300000;5399999;100000;ПАО "Мобильные ТелеСистемы";Тверская обл.;7740000076
910;5400000;5499999;100000;ПАО "Мобильные ТелеСистемы";Калужская обл.;7740000076
910;5500000;5599999;100000;ПАО "Мобильные ТелеСистемы";Тульская обл.;7740000076
910;5600000;5799999;200000;ПАО "Мобильные ТелеСистемы";Рязанская обл.;7740000076
910;5800000;5899999;100000;ПАО "Мобильные ТелеСистемы";Тульская обл.;7740000076
910;5900000;6099999;200000;ПАО "Мобильные ТелеСистемы";Калужская обл.;7740000076
910;6100000;6399999;300000;ПАО "Мобильные ТелеСистемы";Рязанская обл.;7740000076
910;6400000;6409999;10000;ПАО "Мобильные ТелеСистемы";Тверская обл.;7740000076
910;6410000;6459999;50000;ПАО "Мобильные ТелеСистемы";Рязанская обл.;7740000076
910;6460000;6499999;40000;ПАО "Мобильные ТелеСистемы";Тверская обл.;7740000076
910;6500000;6599999;100000;ПАО "Мобильные ТелеСистемы";Тамбовская обл.;7740000076
910;6600000;6619999;20000;ПАО "Мобильные ТелеСистемы";Костромская обл.;7740000076
910;6620000;6669999;50000;ПАО "Мобильные ТелеСистемы";Ярославская обл.;7740000076
910;6670000;6699999;30000;ПАО "Мобильные ТелеСистемы";Ивановская обл.;7740000076
910;6700000;6799999;100000;ПАО "Мобильные ТелеСистемы";Владимирская обл.;7740000076
910;6800000;6999999;200000;ПАО "Мобильные ТелеСистемы";Ивановская обл.;7740000076
910;7000000;7049999;50000;ПАО "Мобильные ТелеСистемы";Тульская обл.;7740000076
910;7050000;7099999;50000;ПАО "Мобильные ТелеСистемы";Калужская обл.;7740000076
910;7100000;7299999;200000;ПАО "Мобильные ТелеСистемы";Смоленская обл.;7740000076
910;7300000;7319999;20000;ПАО "Мобильные ТелеСистемы";Курская обл.;7740000076
910;7320000;7329999;10000;ПАО "Мобильные ТелеСистемы";Воронежская обл.;7740000076
910;7330000;7359999;30000;ПАО "Мобильные ТелеСистемы";Брянская обл.;7740000076
910;7360000;7379999;20000;ПАО "Мобильные ТелеСистемы";Белгородская обл.;7740000076
910;7380000;7389999;10000;ПАО "Мобильные ТелеСистемы";Воронежская обл.;7740000076
910;7390000;7399999;10000;ПАО "Мобильные ТелеСистемы";Липецкая обл.;7740000076
910;7400000;7409999;10000;ПАО "Мобильные ТелеСистемы";Курская обл.;7740000076
910;7410000;7419999;10000;ПАО "Мобильные ТелеСистемы";Белгородская обл.;7740000076
910;7420000;7429999;10000;ПАО "Мобильные ТелеСистемы";Липецкая обл.;7740000076
910;7430000;7439999;10000;ПАО "Мобильные ТелеСистемы";Брянская обл.;7740000076
910;7440000;7449999;10000;ПАО "Мобильные ТелеСистемы";Воронежская обл.;7740000076
910;7450000;7459999;10000;ПАО "Мобильные ТелеСистемы";Белгородская обл.;7740000076
910;7460000;7469999;10000;ПАО "Мобильные ТелеСистемы";Воронежская обл.;7740000076
910;7470000;7489999;20000;ПАО "Мобильные ТелеСистемы";Орловская обл.;7740000076
910;7490000;7499999;10000;ПАО "Мобильные ТелеСистемы";Воронежская обл.;7740000076
910;7500000;7599999;100000;ПАО "Мобильные ТелеСистемы";Тамбовская обл.;7740000076
910;7600000;7699999;100000;ПАО "Мобильные ТелеСистемы";Смоленская обл.;7740000076
910;7700000;7799999;100000;ПАО "Мобильные ТелеСистемы";Владимирская обл.;7740000076
910;7800000;7899999;100000;ПАО "Мобильные ТелеСистемы";Смоленская обл.;7740000076
910;7900000;7999999;100000;ПАО "Мобильные ТелеСистемы";Нижегородская обл.;7740000076
910;8000000;8099999;100000;ПАО "Мобильные ТелеСистемы";Костромская обл.;7740000076
910;8100000;8299999;200000;ПАО "Мобильные ТелеСистемы";Ярославская обл.;7740000076
910;8300000;8499999;200000;ПАО "Мобильные ТелеСистемы";Тверская обл.;7740000076
910;8500000;8599999;100000;ПАО "Мобильные ТелеСистемы";Тамбовская обл.;7740000076
910;8600000;8699999;100000;ПАО "Мобильные ТелеСистемы";Калужская обл.;7740000076
910;8700000;8999999;300000;ПАО "Мобильные ТелеСистемы";Нижегородская обл.;7740000076
910;9000000;9099999;100000;ПАО "Мобильные ТелеСистемы";Рязанская обл.;7740000076
910;9100000;9199999;100000;ПАО "Мобильные ТелеСистемы";Калужская обл.;7740000076
910;9200000;9299999;100000;ПАО "Мобильные ТелеСистемы";Костромская обл.;7740000076
910;9300000;9399999;100000;ПАО "Мобильные ТелеСистемы";Тверская обл.;7740000076
910;9400000;9499999;100000;ПАО "Мобильные ТелеСистемы";Тульская обл.;7740000076
910;9500000;9599999;100000;ПАО "Мобильные ТелеСистемы";Костромская обл.;7740000076
910;9600000;9799999;200000;ПАО "Мобильные ТелеСистемы";Ярославская обл.;7740000076
910;9800000;9999999;200000;ПАО "Мобильные ТелеСистемы";Ивановская обл.;7740000076
911;0000000;0399999;400000;ПАО "Мобильные ТелеСистемы";г. Санкт-Петербург и Ленинградская область;7740000076
911;0400000;0449999;50000;ПАО "Мобильные ТелеСистемы";Новгородская обл.;7740000076
911;0450000;0499999;50000;ПАО "Мобильные ТелеСистемы";Вологодская обл.;7740000076
911;0500000;0549999;50000;ПАО "Мобильные ТелеСистемы";Республика Карелия;7740000076
911;0550000;0599999;50000;ПАО "Мобильные ТелеСистемы";Архангельская обл.;7740000076
911;0600000;0649999;50000;ПАО "Мобильные ТелеСистемы";Мурманская обл.;7740000076
911;0650000;0699999;50000;ПАО "Мобильные ТелеСистемы";Ненецкий АО;7740000076
911;0700000;0749999;50000;ПАО "Мобильные ТелеСистемы";Калининградская обл.;7740000076
911;0750000;0799999;50000;ПАО "Мобильные ТелеСистемы";Псковская обл.;7740000076
911;0800000;2999999;2200000;ПАО "Мобильные ТелеСистемы";г. Санкт-Петербург и Ленинградская область;7740000076
911;3000000;3499999;500000;ПАО "Мобильные ТелеСистемы";Мурманская обл.;7740000076
911;3500000;3999999;500000;ПАО "Мобильные ТелеСистемы";Псковская обл.;7740000076
911;4000000;4399999;400000;ПАО "Мобильные ТелеСистемы";Республика Карелия;7740000076
911;4400000;4499999;100000;ПАО "Мобильные ТелеСистемы";Вологодская обл.;7740000076
911;4500000;4999999;500000;ПАО "Мобильные ТелеСистемы";Калининградская обл.;7740000076
911;5000000;5499999;500000;ПАО "Мобильные ТелеСистемы";Вологодская обл.;7740000076
911;5500000;5999999;500000;ПАО "Мобильные ТелеСистемы";Архангельская обл.;7740000076
911;6000000;6499999;500000;ПАО "Мобильные ТелеСистемы";Новгородская обл.;7740000076
911;6500000;6549999;50000;ПАО "Мобильные ТелеСистемы";Ненецкий АО;7740000076
911;6550000;6599999;50000;ПАО "Мобильные ТелеСистемы";Архангельская обл.;7740000076
911;6600000;6699999;100000;ПАО "Мобильные ТелеСистемы";Республика Карелия;7740000076
911;6700000;6899999;200000;ПАО "Мобильные ТелеСистемы";Архангельская обл.;7740000076
911;6900000;6999999;100000;ПАО "Мобильные ТелеСистемы";Псковская обл.;7740000076
911;7000000;7999999;1000000;ПАО "Мобильные ТелеСистемы";г. Санкт-Петербург и Ленинградская область;7740000076
911;8000000;8099999;100000;ПАО "Мобильные ТелеСистемы";Мурманская обл.;7740000076
911;8100000;8499999;400000;ПАО "Мобильные ТелеСистемы";г. Санкт-Петербург и Ленинградская область;7740000076
911;8500000;8699999;200000;ПАО "Мобильные ТелеСистемы";Калининградская обл.;7740000076
911;8700000;8799999;100000;ПАО "Мобильные ТелеСистемы";Архангельская обл.;7740000076
911;8800000;8999999;200000;ПАО "Мобильные ТелеСистемы";Псковская обл.;7740000076
911;9000000;9999999;1000000;ПАО "Мобильные ТелеСистемы";г. Санкт-Петербург и Ленинградская область;7740000076
912;0000000;0009999;10000;ПАО "Мобильные ТелеСистемы";Республика Коми;7740000076
912;0010000;0029999;20000;ПАО "Ростелеком";Республика Коми;7707049388
912;0030000;0079999;50000;ПАО "Мобильные ТелеСистемы";Удмуртская Республика;7740000076
912;0080000;0099999;20000;ПАО "Мобильные ТелеСистемы";Кировская обл.;7740000076
912;0100000;0299999;200000;ПАО "Мобильные ТелеСистемы";Удмуртская Республика;7740000076
912;0300000;0529999;230000;ПАО "Мобильные ТелеСистемы";Свердловская обл.;7740000076
912;0530000;0559999;30000;ПАО "Мобильные ТелеСистемы";Удмуртская Республика;7740000076
912;0560000;0589999;30000;ПАО "Мобильные ТелеСистемы";Кировская обл.;7740000076
912;0590000;0619999;30000;ПАО "Мобильные ТелеСистемы";Пермский край;7740000076
912;0620000;0649999;30000;ПАО "Мобильные ТелеСистемы";Курганская обл.;7740000076
912;0650000;0679999;30000;ПАО "Мобильные ТелеСистемы";Оренбургская обл.;7740000076
912;0680000;0709999;30000;ПАО "Мобильные ТелеСистемы";Пермский край;7740000076
912;0710000;0739999;30000;ПАО "Мобильные ТелеСистемы";Ямало-Ненецкий АО;7740000076
912;0740000;0749999;10000;ПАО "Мобильные ТелеСистемы";Республика Коми;7740000076
912;0750000;0750999;1000;ПАО "Мобильные ТелеСистемы";Курганская обл.;7740000076
912;0751000;0755999;5000;ПАО "Мобильные ТелеСистемы";Пермский край;7740000076
912;0756000;0757999;2000;ПАО "Мобильные ТелеСистемы";Свердловская обл.;7740000076
912;0758000;0759999;2000;ПАО "Мобильные ТелеСистемы";Тюменская обл.;7740000076
912;0760000;0761999;2000;ПАО "Мобильные ТелеСистемы";Ханты - Мансийский - Югра АО;7740000076
912;0762000;0766999;5000;ПАО "Мобильные ТелеСистемы";Челябинская обл.;7740000076
912;0767000;0767199;200;ООО "МиАТел";г. Санкт-Петербург * Ленинградская область;7841482919
912;0769000;0769999;1000;ООО "МиАТел";Москва и Московская область;7841482919
912;0770000;0799999;30000;ПАО "Мобильные ТелеСистемы";Тюменская обл.;7740000076
912;0800000;0809999;10000;ПАО "Мобильные ТелеСистемы";Ханты - Мансийский - Югра АО;7740000076
912;0810000;0859999;50000;ПАО "Мобильные ТелеСистемы";Челябинская обл.;7740000076
912;0860000;0899999;40000;ПАО "Мобильные ТелеСистемы";Ханты - Мансийский - Югра АО;7740000076
912;0900000;0929999;30000;ОАО "МТТ";г. Москва * Московская область;7705017253
912;0930000;0939999;10000;ПАО "Мобильные ТелеСистемы";Ханты - Мансийский - Югра АО;7740000076
912;0940000;0959999;20000;ПАО "Мобильные ТелеСистемы";Республика Коми;7740000076
912;0960000;0961999;2000;АО "МТТ";Курская обл.;7705017253
912;0962000;0963999;2000;АО "МТТ";Липецкая обл.;7705017253
912;0964000;0965999;2000;АО "МТТ";Магаданская обл.;7705017253
912;0966000;0967999;2000;АО "МТТ";Мурманская обл.;7705017253
912;0968000;0969999;2000;АО "МТТ";Ненецкий АО;7705017253
912;0970000;0971999;2000;АО "МТТ";Новгородская обл.;7705017253
912;0972000;0973999;2000;АО "МТТ";Оренбургская обл.;7705017253
912;0990000;0999999;10000;ОАО "МТТ";г. Москва * Московская область;7705017253
912;1000000;1999999;1000000;ПАО "Мобильные ТелеСистемы";Республика Коми;7740000076
912;2000000;2999999;1000000;ПАО "Мобильные ТелеСистемы";Свердловская обл.;7740000076
912;3000000;3299999;300000;ПАО "Мобильные ТелеСистемы";Челябинская обл.;7740000076
912;3300000;3399999;100000;ПАО "Мобильные ТелеСистемы";Кировская обл.;7740000076
912;3400000;3599999;200000;ПАО "Мобильные ТелеСистемы";Оренбургская обл.;7740000076
912;3600000;3799999;200000;ПАО "Мобильные ТелеСистемы";Кировская обл.;7740000076
912;3800000;3999999;200000;ПАО "Мобильные ТелеСистемы";Тюменская обл.;7740000076
912;4000000;4099999;100000;ПАО "Мобильные ТелеСистемы";Челябинская обл.;7740000076
912;4100000;4199999;100000;ПАО "Мобильные ТелеСистемы";Ханты - Мансийский - Югра АО;7740000076
912;4200000;4399999;200000;ПАО "Мобильные ТелеСистемы";Ямало-Ненецкий АО;7740000076
912;4400000;4699999;300000;ПАО "Мобильные ТелеСистемы";Удмуртская Республика;7740000076
912;4700000;4799999;100000;ПАО "Мобильные ТелеСистемы";Челябинская обл.;7740000076
912;4800000;4999999;200000;ПАО "Мобильные ТелеСистемы";Пермский край;7740000076
912;5000000;5099999;100000;ПАО "Мобильные ТелеСистемы";Республика Коми;7740000076
912;5100000;5199999;100000;ПАО "Мобильные ТелеСистемы";Ханты - Мансийский - Югра АО;7740000076
912;5200000;5299999;100000;ПАО "Мобильные ТелеСистемы";Курганская обл.;7740000076
912;5300000;5399999;100000;ПАО "Мобильные ТелеСистемы";Ханты - Мансийский - Югра АО;7740000076
912;5400000;5699999;300000;ПАО "Мобильные ТелеСистемы";Республика Коми;7740000076
912;5700000;5799999;100000;ПАО "Мобильные ТелеСистемы";Курганская обл.;7740000076
912;5800000;5999999;200000;ПАО "Мобильные ТелеСистемы";Пермский край;7740000076
912;6000000;6999999;1000000;ПАО "Мобильные ТелеСистемы";Свердловская обл.;7740000076
912;7000000;7399999;400000;ПАО "Мобильные ТелеСистемы";Кировская обл.;7740000076
912;7400000;7699999;300000;ПАО "Мобильные ТелеСистемы";Удмуртская Республика;7740000076
912;7700000;7799999;100000;ПАО "Мобильные ТелеСистемы";Челябинская обл.;7740000076
912;7800000;7899999;100000;ПАО "Мобильные ТелеСистемы";Пермский край;7740000076
912;7900000;8099999;200000;ПАО "Мобильные ТелеСистемы";Челябинская обл.;7740000076
912;8100000;8199999;100000;ПАО "Мобильные ТелеСистемы";Ханты - Мансийский - Югра АО;7740000076
912;8200000;8299999;100000;ПАО "Мобильные ТелеСистемы";Кировская обл.;7740000076
912;8300000;8399999;100000;ПАО "Мобильные ТелеСистемы";Курганская обл.;7740000076
912;8400000;8499999;100000;ПАО "Мобильные ТелеСистемы";Оренбургская обл.;7740000076
912;8500000;8599999;100000;ПАО "Мобильные ТелеСистемы";Удмуртская Республика;7740000076
912;8600000;8699999;100000;ПАО "Мобильные ТелеСистемы";Республика Коми;7740000076
912;8700000;8799999;100000;ПАО "Мобильные ТелеСистемы";Удмуртская Республика;7740000076
912;8800000;8899999;100000;ПАО "Мобильные ТелеСистемы";Пермский край;7740000076
912;8900000;8999999;100000;ПАО "Мобильные ТелеСистемы";Челябинская обл.;7740000076
912;9000000;9099999;100000;ПАО "Мобильные ТелеСистемы";Ханты - Мансийский - Югра АО;7740000076
912;9100000;9199999;100000;ПАО "Мобильные ТелеСистемы";Ямало-Ненецкий АО;7740000076
912;9200000;9299999;100000;ПАО "Мобильные ТелеСистемы";Тюменская обл.;7740000076
912;9300000;9399999;100000;ПАО "Мобильные ТелеСистемы";Ханты - Мансийский - Югра АО;7740000076
912;9400000;9699999;300000;ПАО "Мобильные ТелеСистемы";Республика Коми;7740000076
912;9700000;9799999;100000;ПАО "Мобильные ТелеСистемы";Курганская обл.;7740000076
912;9800000;9899999;100000;ПАО "Мобильные ТелеСистемы";Пермский край;7740000076
912;9900000;9999999;100000;ПАО "Мобильные ТелеСистемы";Тюменская обл.;7740000076
913;0000000;0199999;200000;ПАО "Мобильные ТелеСистемы";Новосибирская обл.;7740000076
913;0200000;0299999;100000;ПАО "Мобильные ТелеСистемы";Алтайский край;7740000076
913;0300000;0499999;200000;ПАО "Мобильные ТелеСистемы";Красноярский край;7740000076
913;0500000;0599999;100000;ПАО "Мобильные ТелеСистемы";Республика Хакасия;7740000076
913;0600000;0699999;100000;ПАО "Мобильные ТелеСистемы";Новосибирская обл.;7740000076
913;0700000;0799999;100000;ПАО "Мобильные ТелеСистемы";Кемеровская обл.;7740000076
913;0800000;0999999;200000;ПАО "Мобильные ТелеСистемы";Алтайский край;7740000076
913;1000000;1199999;200000;ПАО "Мобильные ТелеСистемы";Томская обл.;7740000076
913;1200000;1399999;200000;ПАО "Мобильные ТелеСистемы";Кемеровская обл.;7740000076
913;1400000;1599999;200000;ПАО "Мобильные ТелеСистемы";Омская обл.;7740000076
913;1600000;1999999;400000;ПАО "Мобильные ТелеСистемы";Красноярский край;7740000076
913;2000000;2099999;100000;ПАО "Мобильные ТелеСистемы";Новосибирская обл.;7740000076
913;2100000;2799999;700000;ПАО "Мобильные ТелеСистемы";Алтайский край;7740000076
913;2800000;3399999;600000;ПАО "Мобильные ТелеСистемы";Кемеровская обл.;7740000076
913;3400000;3599999;200000;ПАО "Мобильные ТелеСистемы";Республика Тыва;7740000076
913;3600000;3699999;100000;ПАО "Мобильные ТелеСистемы";Алтайский край;7740000076
913;3700000;3999999;300000;ПАО "Мобильные ТелеСистемы";Новосибирская обл.;7740000076
913;4000000;4399999;400000;ПАО "Мобильные ТелеСистемы";Кемеровская обл.;7740000076
913;4400000;4499999;100000;ПАО "Мобильные ТелеСистемы";Республика Хакасия;7740000076
913;4500000;4899999;400000;ПАО "Мобильные ТелеСистемы";Новосибирская обл.;7740000076
913;4900000;5399999;500000;ПАО "Мобильные ТелеСистемы";Красноярский край;7740000076
913;5400000;5499999;100000;ПАО "Мобильные ТелеСистемы";Республика Хакасия;7740000076
913;5500000;5999999;500000;ПАО "Мобильные ТелеСистемы";Красноярский край;7740000076
913;6000000;6899999;900000;ПАО "Мобильные ТелеСистемы";Омская обл.;7740000076
913;6900000;6999999;100000;ПАО "Мобильные ТелеСистемы";Республика Алтай;7740000076
913;7000000;7999999;1000000;ПАО "Мобильные ТелеСистемы";Новосибирская обл.;7740000076
913;8000000;8299999;300000;ПАО "Мобильные ТелеСистемы";Томская обл.;7740000076
913;8300000;8399999;100000;ПАО "Мобильные ТелеСистемы";Красноярский край;7740000076
913;8400000;8899999;500000;ПАО "Мобильные ТелеСистемы";Томская обл.;7740000076
913;8900000;9599999;700000;ПАО "Мобильные ТелеСистемы";Новосибирская обл.;7740000076
913;9600000;9799999;200000;ПАО "Мобильные ТелеСистемы";Омская обл.;7740000076
913;9800000;9879999;80000;ПАО "Мобильные ТелеСистемы";Новосибирская обл.;7740000076
913;9880000;9889999;10000;ПАО "Мобильные ТелеСистемы";Омская обл.;7740000076
913;9890000;9899999;10000;ПАО "Мобильные ТелеСистемы";Новосибирская обл.;7740000076
913;9900000;9999999;100000;ПАО "Мобильные ТелеСистемы";Республика Алтай;7740000076
914;0000000;0149999;150000;ПАО "Мобильные ТелеСистемы";Иркутская обл.;7740000076
914;0150000;0199999;50000;ПАО "Мобильные ТелеСистемы";Еврейская автономная обл.;7740000076
914;0200000;0299999;100000;ПАО "Мобильные ТелеСистемы";Камчатский край;7740000076
914;0300000;0399999;100000;ПАО "Мобильные ТелеСистемы";Магаданская обл.;7740000076
914;0400000;0499999;100000;ПАО "Мобильные ТелеСистемы";Амурская обл.;7740000076
914;0500000;0599999;100000;ПАО "Мобильные ТелеСистемы";Республика Бурятия;7740000076
914;0600000;0649999;50000;ПАО "Мобильные ТелеСистемы";Амурская обл.;7740000076
914;0650000;0799999;150000;ПАО "Мобильные ТелеСистемы";Приморский край;7740000076
914;0800000;0829999;30000;ПАО "Мобильные ТелеСистемы";Чукотский АО;7740000076
914;0830000;0999999;170000;ПАО "Мобильные ТелеСистемы";Сахалинская обл.;7740000076
914;1000000;1199999;200000;ПАО "Мобильные ТелеСистемы";Республика Саха /Якутия/;7740000076
914;1200000;1499999;300000;ПАО "Мобильные ТелеСистемы";Забайкальский край;7740000076
914;1500000;2199999;700000;ПАО "Мобильные ТелеСистемы";Хабаровский край;7740000076
914;2200000;3099999;900000;ПАО "Мобильные ТелеСистемы";Республика Саха /Якутия/;7740000076
914;3100000;3199999;100000;ПАО "Мобильные ТелеСистемы";Хабаровский край;7740000076
914;3200000;3499999;300000;ПАО "Мобильные ТелеСистемы";Приморский край;7740000076
914;3500000;3699999;200000;ПАО "Мобильные ТелеСистемы";Забайкальский край;7740000076
914;3700000;3799999;100000;ПАО "Мобильные ТелеСистемы";Хабаровский край;7740000076
914;3800000;3999999;200000;ПАО "Мобильные ТелеСистемы";Амурская обл.;7740000076
914;4000000;4299999;300000;ПАО "Мобильные ТелеСистемы";Хабаровский край;7740000076
914;4300000;5299999;1000000;ПАО "Мобильные ТелеСистемы";Забайкальский край;7740000076
914;5300000;5329999;30000;ПАО "Мобильные ТелеСистемы";Амурская обл.;7740000076
914;5330000;5379999;50000;ПАО "Мобильные ТелеСистемы";Чукотский АО;7740000076
914;5380000;5392999;13000;ПАО "Мобильные ТелеСистемы";Амурская обл.;7740000076
914;5400000;5499999;100000;ПАО "Мобильные ТелеСистемы";Хабаровский край;7740000076
914;5500000;6199999;700000;ПАО "Мобильные ТелеСистемы";Амурская обл.;7740000076
914;6200000;6299999;100000;ПАО "Мобильные ТелеСистемы";Камчатский край;7740000076
914;6300000;6399999;100000;ПАО "Мобильные ТелеСистемы";Республика Бурятия;7740000076
914;6400000;6499999;100000;ПАО "Мобильные ТелеСистемы";Сахалинская обл.;7740000076
914;6500000;7399999;900000;ПАО "Мобильные ТелеСистемы";Приморский край;7740000076
914;7400000;7699999;300000;ПАО "Мобильные ТелеСистемы";Сахалинская обл.;7740000076
914;7700000;7799999;100000;ПАО "Мобильные ТелеСистемы";Хабаровский край;7740000076
914;7800000;7899999;100000;ПАО "Мобильные ТелеСистемы";Камчатский край;7740000076
914;7900000;7999999;100000;ПАО "Мобильные ТелеСистемы";Приморский край;7740000076
914;8000000;8099999;100000;ПАО "Мобильные ТелеСистемы";Забайкальский край;7740000076
914;8100000;8199999;100000;ПАО "Мобильные ТелеСистемы";Еврейская автономная обл.;7740000076
914;8200000;8299999;100000;ПАО "Мобильные ТелеСистемы";Республика Саха /Якутия/;7740000076
914;8300000;8499999;200000;ПАО "Мобильные ТелеСистемы";Республика Бурятия;7740000076
914;8500000;8699999;200000;ПАО "Мобильные ТелеСистемы";Магаданская обл.;7740000076
914;8700000;9599999;900000;ПАО "Мобильные ТелеСистемы";Иркутская обл.;7740000076
914;9600000;9799999;200000;ПАО "Мобильные ТелеСистемы";Приморский край;7740000076
914;9800000;9899999;100000;ПАО "Мобильные ТелеСистемы";Республика Бурятия;7740000076
914;9900000;9999999;100000;ПАО "Мобильные ТелеСистемы";Камчатский край;7740000076
915;0000000;4999999;5000000;ПАО "Мобильные ТелеСистемы";г. Москва и Московская область;7740000076
915;5000000;5099999;100000;ПАО "Мобильные ТелеСистемы";Орловская обл.;7740000076
915;5100000;5199999;100000;ПАО "Мобильные ТелеСистемы";Курская обл.;7740000076
915;5200000;5299999;100000;ПАО "Мобильные ТелеСистемы";Белгородская обл.;7740000076
915;5300000;5399999;100000;ПАО "Мобильные ТелеСистемы";Брянская обл.;7740000076
915;5400000;5499999;100000;ПАО "Мобильные ТелеСистемы";Воронежская обл.;7740000076
915;5500000;5599999;100000;ПАО "Мобильные ТелеСистемы";Липецкая обл.;7740000076
915;5600000;5799999;200000;ПАО "Мобильные ТелеСистемы";Белгородская обл.;7740000076
915;5800000;5899999;100000;ПАО "Мобильные ТелеСистемы";Воронежская обл.;7740000076
915;5900000;6299999;400000;ПАО "Мобильные ТелеСистемы";Рязанская обл.;7740000076
915;6300000;6599999;300000;ПАО "Мобильные ТелеСистемы";Смоленская обл.;7740000076
915;6600000;6799999;200000;ПАО "Мобильные ТелеСистемы";Тамбовская обл.;7740000076
915;6800000;6999999;200000;ПАО "Мобильные ТелеСистемы";Тульская обл.;7740000076
915;7000000;7499999;500000;ПАО "Мобильные ТелеСистемы";Тверская обл.;7740000076
915;7500000;7799999;300000;ПАО "Мобильные ТелеСистемы";Владимирская обл.;7740000076
915;7800000;7899999;100000;ПАО "Мобильные ТелеСистемы";Тульская обл.;7740000076
915;7900000;7999999;100000;ПАО "Мобильные ТелеСистемы";Владимирская обл.;7740000076
915;8000000;8099999;100000;ПАО "Мобильные ТелеСистемы";Брянская обл.;7740000076
915;8100000;8499999;400000;ПАО "Мобильные ТелеСистемы";Ивановская обл.;7740000076
915;8500000;8599999;100000;ПАО "Мобильные ТелеСистемы";Липецкая обл.;7740000076
915;8600000;8899999;300000;ПАО "Мобильные ТелеСистемы";Тамбовская обл.;7740000076
915;8900000;8999999;100000;ПАО "Мобильные ТелеСистемы";Калужская обл.;7740000076
915;9000000;9299999;300000;ПАО "Мобильные ТелеСистемы";Костромская обл.;7740000076
915;9300000;9599999;300000;ПАО "Мобильные ТелеСистемы";Нижегородская обл.;7740000076
915;9600000;9999999;400000;ПАО "Мобильные ТелеСистемы";Ярославская обл.;7740000076
916;0000000;9999999;10000000;ПАО "Мобильные ТелеСистемы";г. Москва и Московская область;7740000076
917;0000000;0029999;30000;ПАО "Мобильные ТелеСистемы";Астраханская обл.;7740000076
917;0030000;0099999;70000;ПАО "Мобильные ТелеСистемы";Республика Мордовия;7740000076
917;0100000;0199999;100000;ПАО "Мобильные ТелеСистемы";Самарская обл.;7740000076
917;0200000;0299999;100000;ПАО "Мобильные ТелеСистемы";Саратовская обл.;7740000076
917;0300000;0399999;100000;ПАО "Мобильные ТелеСистемы";Самарская обл.;7740000076
917;0400000;0499999;100000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан;7740000076
